text,label
"Convenient, easily accessible location to Bostons finest tourist attractions,  Minutes from UMASS boston, JFK Library, Cambridge,  Harvard/MIT and other local colleges/universities, Bayside Expo and Conference Center, Boston Harbor, Downtown Crossing, & Mass General Hospital.  Newly Furnished condo w/ high-end fully equipped kitchen, washer/dryer.  FREE cable TV/WiFi/2 parking spaces. The house is situated in the outer skirt of Dorchester.  The apartment in on the 2nd floor of a two-family Colonial house with beautiful landscaping and very well maintained.  Offering modern day amenities, cleanliness, comfort and conveniences- perfect for families with children and big groups.  With the convenience of this location and comforts of this apartment, your short or long-term stay in Boston will be comfortable and memorable! Living room- 40' Cable TV 2 bathrooms (one with a full size tub and one with a shower stall) Bedroom #1: Queen sized bed (sleeps 2) Bedroom #2: Queen sized bed (sleeps 2) Bedroom #3: Queen sized bed (sleeps 2) Bedroom #4: Twin bunk bed (sleeps 2) Bedroom #5 on 2nd level:   Two twin sized beds (sleep 2) Full size kitchen includes oven, refrigerator, microwave, coffee brewer, toaster and tea kettle.  Stocked with cutlery, plates, bowls, coffee cups/glasses and wine glasses.   Our house is professionally cleaned for your stay.  Beds will be made with fres",3
Large 1 bedroom furnished on Hollywood blvd between Fairfax and La Brea 10 mins walking to Runyon canyon and 20 mins from the Chinese theatre and subway station. The building have a pool and hot tub. Washer and dryer in the building @,0
"Centrally located to all Southern California attractions. Disneyland, Huntington Beach, Pasadena, Newport Beach, Los Angeles downtown and return to a quiet safe location. Suburban type area, super safe area nested in the hills. Large lot",7
"Amazing location, just a few blocks from the heart of the mission district. Close to Safeway/Whole foods, Bart (10min) and Muni station (5min) and the many bars/restaurants of the mission. Perfect to discover this great city. @",1
"Converted 2 bedroom unit that comfortably sleeps a family with a baby or toddler. This is a one bedroom apartment converted to feature a completely separate bedroom for your child. Excellent features in a safe neighborhood and building. Gorgeous Upper West Side getaway directly between Central Park and Riverside Park! Welcome to one of the best spots of the Upper West Side, located near Whole Foods, Trader Joes, Fairway and many top zagat rated restaurants. Stay in this lovely converted 2 bedroom unit that comfortably sleeps a family with a baby or toddler. This is a one bedroom apartment converted to feature a completely separate bedroom for your child. This has all the features of a luxury 2 bedroom with the price of a one bedroom. Features 24 hour doorman, elevators, on-site laundry, wireless internet, cable TV, standard kitchen appliances (including a dishwasher), and hardwood floors provide all the comforts of home. The apartment has also paid for the additional features of the building including a full gym, lounge room and a luxury furnished roof deck with spectacular views. Perfect for a holiday vacation in Manhattan and far better value compared to the high December hotel costs. The luxury building does requir",0
"1880s mansion, 9 bedrooms, 4 bathrooms, 3 kitchens...lotsa cool people, offices bellow...have a huge room here, shared so semi private bathroom, but attached to room, sink in room, huge cal king bed, plus couch in room, sink as well in room... @",0
"This darling unit in a Spanish fourplex has everything to call it home. Minutes from the 101 freeway, Metro Red Line, Los Feliz, Thai Town, and Silverlake neighborhoods, enjoy both cozy nesting and access to local hotspots to make your stay special. The roomy and bright one bedroom flooded with natural light sleeps two comfortably, a third with an Aerobed. The open living room and dining room feature antique furniture, streaming Roku Box Entertainment with HBO Go, a fully-functioning turntable and stereo, and a handmade reclaimed wood dining table and bench. Folding chairs are available for hosting up to eight people for dinner. Double oven and full gas range in kitchen. Gas furnace in living room, electric space heater in bedroom. Upright washer and dryer inside unit -- no quarters necessary! Queen-sized TempurPedic bed in bedroom, lots of closet and storage space available to guests! Dog friendly! Sorry, no cats.",1
"Hi! Welcome to 74 S 8th Street #1 a legal, fully renovated 4 BED 3.5 BATH triplex apartment in a classic Williamsburg townhouse by the water. Perfect for traveling friends or business executives. 1500 sq ft, WIFI - Cable TV, huge private back yard, close to Marcy Ave (J/M/Z) & Bedford Ave (L), 20 min brisk walk to Manhattan's Lower East Side over the Williamsburg Bridge. Safe, trendy neighborhood features Peter Luger's, Motorino's, Baby's All Right, Union Market, Marlow, Whole Foods, Apple Store Clean, comfortable, spacious triplex apartment in a classic Williamsburg townhouse.  Newly renovated and occupied by minimalist owner. Huge back yard exclusive to the apartment and three floors of elegant space make this a charming alternative to hotel rooms for weary travelers looking for space to breathe after navigating the busy NYC streets!   Everything you need for a comfortable stay is here: Cable TV, High Speed WIFI, Ralph Lauren bedding, Egyptian cotton sheets, full closet space, no saggy beds, luxury furnishings",4
A tranquil sanctuary located in the heart of Greenpoint. It's walking distance from McGorlick Park and Williamsburg. Skyline views of Manhattan. @,1
"We've got a nice mattress set up in the living room to be your perfect, affordable bed in an ideal location. @",1
"Ideal for SXSW!! Great for couples, solo adventurers and business travelers. Youll love my place because of its high ceilings, great location, amazing views, gym, business center and infinity pool. Hopefully for its decoration too! Walk Score of 97.  Close to: Several Bars & Restaurants ( 5 minutes walking) Whole Foods & Trader Joe's (15 min walking) Nearby parks: Zilker Park & Wooldridge Square.  Message me for more pictures of the apartment. @",0
"This 1 bdrm w full bath is comfortable and cozy and easily fits 2 persons, but you can add a 3rd on the super-comfy couch. A nice long soak in the tub provides lots of hot water to unwind;  Apt. Is perfectly located to everything Austin offers: fun! This is my cozy apartment tucked away just a little north of the University of Texas campus and a very short (6.00 Uber or Lyft) convenient distance from Downtown Austin and our great live music scene! While I am away, the place is yours to enjoy. I often am away on trips for very extended periods since I work on private yachts, and we're always on the go! I prefer and welcome extended stays! There is a bedroom with a very comfortable queen bed and is very quiet, and with the blackout curtains drawn, its easy to sleep in on the sunniest of days. The couch in the living room is very comfy and can easily fit one person if you have an extra person with you. Since I'm not here all that often, I keep the place very simple but fun. There is a full kitchen with oven, microwave, etc., culinary stuff for the cooking foodie along with tons of eat-out and organic options within walking distance. The apartment is typically quiet, with the occasional jazz playing from the apt below....she's an old",1
"FEMALE ONLY!!  I am renting out my living room with TV with a futon bed in a full one bedroom apartment. My bedroom has its own door so you will have the living room to yourseld. I love to cook! So pancakes on Saturdays! I also have the most friendly Havanese dog. He's the best furry dog you will ever meet! So you must be a dog person. I recently bought a baby grand so the room is slightly modified, but I don't play often. This place is conveniently located in the heart of downtown LA. @",1
"Spacious private room on the Upper East Side. The apt is a five minute walk from Central Park, the Met, and many other museums. Second Ave (one block away) is full of some great bars and restaurants. The express 4/5 and local 6 train at the 86th St Station is only a 5 minute walk away. You can get to Grand Central in 15 minutes and to Lower Manhattan in 20-25. Comfortable, full-sized lofted bed. Feel free to use the kitchen. The bathroom is shared. @",1
"Stay at the Speakeasy on 4th Street and revel in the most desirable location that downtown Austin has to offer.  Walk across the street to the Convention Center, or two blocks to historic Sixth Street.  See why the property has a perfect walk score. If you are looking for a unique vacation rental in the heart of the action, the Speakeasy Hotel is the place to be.  With 2 bedrooms, 2 bathrooms, private parking, and arguably one of the best locations in the city, there are so many reasons to call this place home during your trip to Austin or downtown staycation. Situated across the street from the Austin Convention Center, two blocks from the world famous 6th Street and Warehouse District, and a handful of blocks from every other downtown attraction including hundreds of restaurants, movie theaters, bars, nightclubs, lounges, and live music venues, the location cannot be beat. The town lake walking/jogging trail is just a few blocks away, there is a yoga studio just across the street, Starbucks is 200 feet from the front door, and arrangements can be made for a temporary gym membership two blocks away during your visit, if desired. This condo is approximately 820 square feet, and accommodations up to 6 guests with two queen beds in",2
"Cosy 1 bed room in midtown east. Walk to central park, tram to Roosevelt island, and a bunch of great restaurants and bars on the east side. 5 min walk from the 5,6,N,Q,R and F trains. @",1
"The Donatello is a hotel/timeshare and is one of the top rated in the city. I try to keep the calendar updated as best as I can, but this is a really popular location - If you see availability, please submit a reservation request quickly. Just show up and check in like any other hotel, no arranging to get keys necessary. DESCRIPTION  Discover this modern hotel, The Donatello, inspired by the renowned Renaissance painter who shares its name. Located in the heart of San Francisco's fashionable shopping and theater district near numerous attractions, the Union Square SF hotel boasts a charming Italian atmosphere, superior amenities and attentive staff. With 400 square feet of space and 10 foot ceilings, these rooms are some of the largest in the San Francisco area. Rooms are stunningly elegant and give you many of the luxuries of home including wet-bar and sink, compact refrigerator and microwave, sofa sleeper, cd player and in-room safe. All rooms have one KING BED and one QUEEN SLEEPER SOFA and sleep maximum of 4 people. No rollaways are available. Services & A",2
"My place is close to family-friendly activities, nightlife, the airport, and the city center. Youll love my place because of the people, the outdoors space, and the neighborhood. My place is good for couples, solo adventurers, and business travelers. @",1
"No Cleaning Fees. Free Parking. Free Internet  Minimum 2-NIGHT stay if reserving a FRIDAY OR SATURDAY night unless request is made WITHIN 48 hours 24 hour reception Calendars updated daily Multiple Units/Room Sizes Available One Bedroom: Queen in master, queen sofabed in living area. Mini-kitchen has a two-burner stovetop and fridge. Shower only, no tub. Maximum occupancy 4. Mini Kitchen: Unit may include smaller appliances, sink and limited cooking facilities. Prices below are in USD Weekday Price: 117 USD Weekend Price: 191 USD Resort Name: Wyndham New Orleans - Avenue Plaza, LA Resort Address: 2111 Saint Charles Avenue, New Orleans, LA 70130, United States Check-in time is 4 PM but MANY times Wyndham will let you check in earlier. If by chance you are not allowed to check in earlier, Wyndham will hold your bags for you at reception and will usually give guests access to resort amenities for your pleasure. Furthermore, check-out time is 12 noon but if you ask reception, many times they will bump it up to 1 PM or possibly later; it really depends how busy the resort/cleaners are and how much charm you have with the nice lady/man at front desk ;)",0
"Private cozy room with private entrance in our lovely midcentury brick ranch located  just 10 minutes from the airport and 12 minutes from downtown. With easy access to the interstate, we are conveniently located to exploring the city!! @",1
"My place is close to Barcade, Pies-n-Thighs, Le Barricou, Gimme Coffee, Caracas Arepa Bar, starbucks, pete's candy store, the west. Youll love my place because of the light, the ambiance, and the neighborhood. My place is good for couples, solo adventurers, and business travelers. The common living space is super spacious with a fridge, microwave, oven, and gas stove, room for a big couch, we have a large television, and a dining room table. High ceilings too. For the price and the location, it is pretty unbeatable. We're under 3 blocks from the Lorimer L/Metropolitan G subway, and I don't know anyone in the neighborhood with this low of a rent for the amount of space. Apartment is three blocks from a 24 hour grocery, Key Foods is a five minute walk away, Barcade, Starbucks, Pete's and etc. are all super close by. There are a bunch of restaurants and other bars and bodegas 50 yards away open 24/7. Wine shop a block away. Two movie theaters within a 15 minute walk. It honestly is a great spot.",0
Modern Condo with 1 Bed Room & 1 Bath. Perfect Location on the Beaches of Santa Monica and walking distance between Main Street and the Venice Beach.  Sleeps 3 @,1
"My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups. This is a brand new apartment designed exclusively for you. You do not share the space with the owner.",0
Our nice quiet clean room is on the lower level of our small home that has its own entrance from the main house or back door. The bed and dresser are brand new. The bathroom was recently remodeled as well. Blocks from City Park and downtown. Our nice quiet clean room is on the lower level of our small home that has its own entrance from the main house or back door. The bed and dresser are brand new. The bathroom was recently remodeled as well. Blocks from City Park and downtown .,7
Location is GOOD @,1
