text,label
"Cozy room with private bathroom,fully equipped with AC,internet wifi,TV  on the ground floor. @ none @ @ @ @ @ Additional costs: Euro 20 for arrivals after 22:00, after 24:00 euro 50.  Additional costs: Euro 3,50 city tax a person a night. Guests are required to communicate their expected time of arrival in advance in order to arrange check-in.",3
"Charming room with a super comfy full bed with memory foam, down comforter in my cozy 2 bedroom flat. Enjoy hanging out in the beautiful backyard oasis, get work done with the desk in your room and fast wifi, or walk to nearby BART, restaurants, groceries, and all SF offers! @ none @ @ @ @ @ Please remove your shoes in the house. You're welcome to use the TV, or cook, but not after 10 PM. If you do cook, please clean the dishes.",2
"Big and bright room with double bed in quiet apartment. Well located, just 5 minutes walking to Vallcarca metro, 10 minutes walking to Gell Park and right next to Putxet Park (amazing views). You'll share the whole house with me and my cat Serafn. The room is very big, with space for all your things. It has a comfortable double  bed and with 2 windows. The flat has a large balcony from where you can see the city and the sea, and a small balcony facing the park. none It's a quiet neighborhood, well located though. My building is right next to the beautiful Putxet park with great views of the city.  It's 10 minutes away from Parc Gell and Gracia district, the coziest one in Barcelona. I have a very polite cat, and he always sleeps with me. Vallcarca metro station is 5 minutes away walking. There are a lot of bus lines close by. Bathroom and kitchen, living room and terrace. I would love to meet you.  I can show around the city, suggest my preferred places and cultural activities. If I have time I can ride my scooter with you. You can't smoke inside the house, but you are free to do it in the balcony. Being quiet during the night. Be respectful with my space, furniture, objects, and with the cat.",1
"Comfortable private bedroom in smart and convenient Williamsburg apartment. One cozy bedroom available in two bedroom apartment. There is a full kitchen, all cooking amenities & dishwasher included. You'll be sharing the apartment with another, and a cute kitty cat. none Neighborhood is fairly quiet but just steps away from the trendy Williamsburg shops, hip bars, restaurants, and cafes, and of course, the East River waterfront with views of the NYC skyline! Quick trip to NYC. @ Two block walk to the JMZ trains and 10 Minute walk to the L train (which all run to NYC). You can also walk over the Williamsburg Bridge (2 min away) into the city! @ I will provide clean sheets, bath linens, hair dryer, and soap. My roommate has a guide to great spots nearby for dining and shopping. -No guests allowed except yourself or without permission.  -Use of all tableware, kitchenware and tools is allowed but please purchase your own food at one of the nearby markets.  -Please wash cooking dishes and utensils after use, but feel free to place dishes in the dishwasher.  -No curfew. Come and go as you please, but please be respectful of noise level.  -NO SMOKING  -No Pets",0
"We are a couple of friends (31 years) living in the heart of Barcelona. Less than 5 minutes from metro Teatro Liceo/Catalunya metro. The apartment is fully equipped and you have all the facilities as markets, restaurants and bars around. Nice atmosphere!!! The house is very clean and organized. The room has LOT of light and a terrace. It's perfect. We speak spanish, english, catalan and french. We would be very glad to receive you as our guests. none Raval. The heart of Barcelona. Touristic area. A few minutes from Born, el Gotic and so many hot spots in Barcelona. Nightlife. Restaurantes. Bars  In a very nice street! Just 2 minutes from la Rambla. We are very lucky! We can enjoy being in the center off Barcelona and at the same time having a quiet apartment. So you can sleep  without any noise and be prepared for the next day. :) We are around 5 minutes from metro Liceo and Catalunya.  And just a few minutes walking from Born and el Gotic. Its very well communicated. No problems at all! Kitchen, living room, bathroom (all the house). If you can help with something, it will be a pleasure. ;) Maybe we can take a coffee or a beer around. Let's see. ;) No parties without our permission ;) Smoking at the appartment terrace. ;) No pets. No troubles ;)",3
"Cosy and bright apartment of 45 m2 + balcony. Ideal for 1 couple. Located at the 5th floor of a typical Parisian building in a residential area. Very little noise. Batignolles-Clichy neighborhood. 15min by walk from Montmartre. This apartment features: - 1 parental room (on the courtyard side) with 1 bathroom (bathtub/shower) - 1 equipped kitchen - 1 living room/dinning room  (on the street side) - 1 separate toilet - 1 balcony none Les Batignolles have a calm and charming feel. The neighborhood is home to its own bobo attitude.  There is a good mix of lively bars, hip restaurants, and exclusive shops.  This area is hypebut not overly so. You get the village vibe with tiny streets and hidden art gems, while still preserving a sense of community with the quaint church and mairie that can be found near the beautiful square. @ Subway Line 13:  stop at Brochant/Guy Moquet (both 7 min by walk from the apartment)  RER C: stop at Porte de Clichy (11 min by walk from the apartment) Bus: n31 stop at Moines-Davy/ n81 stop at Davy/ n 74 stop at Legendre By car: exit at Porte de Clichy Guests have access to the complete housing We are reachable by phone Please respect the apartment and commodities. Please avoid any sound nuisance as a respect for neighbors.  !! It is strictly forbidden to light a fire in the chimney !!",2
"Beautiful penthouse in one of the best neighborhoods of Madrid, close to all the interesting places of the city. The apartment is really bright and full equipped. Perfect for couples and small families. Very bright and cozy penthouse in the quiet area of Lavapies. The apartment is divided in 2 floors. On the ground floor there is a bathroom, the kitchen, a dressing area and a spacious lounge with dining area or work . There is a possibility of an extra bed ( 80x190 ) in the dressing room. On the second floor there are the bedroom with a double bed  and a gazebo with beautiful views over the rooftops of Madrid. The floor doesnt have elevator and storage YOU CAN use on the ground floor for a stroller etc. This house is full equipped with WIFI , Air Conditioning , Heating , bluetooth ... and everything needed for a fantastic stay . none Lavapies is one of the most authentic and traditional neighborhoods of Madrid, is colorful , diverse and open , it is a very lively neighborhood. Here are mythical taverns , tapas bars , terraces , markets and great restaurants of many nationalities , theaters , concert halls , live flamenco etc... Also you can walk to most interesting places in the city . The house is 10 minutes walking to the Reina Sofia Museum and the Prado Museum. In five minutes we'll be in Sol , El Rastro, La Latina neighborhood and Letters neighborhood. Children do not pay. The house has clean sheets and towels , and the kitchen utensils, hygiene and cleanliness needed in a house,  all the necessary to enjoy a pleasant stay in this beautiful city. If you have questions or doubts you can send me a message Ill answer quickly ;) It is really good to walk, but if you prefer public transportation, is very well connected , two minutes from Tirso de Molina Metro Station and 5 to Lavapies Station. We will arrive in 15 minutes at the station of Atocha ( here also you could rent a car ) . A few meters from the house there is a BiciMAD station , public rental service Bicycles Business Madrid. Free WIFI Air conditioning Bed linen and towels included The guest will have access to the entire property I will be glad to help my guests during their stay. If you need information about the apartment or the city do not hesitate to contact me. :) - No hacer fiestas o realizar actividades molestas para los vecinos durante todo el da, es una comunidad pequea y tranquila.  - Al entrar revisa la casa, por favor, y si encuentras algo con lo que no ests conforme, comuncalo lo antes posible para evitar problemas.  - Tratar la casa como si fuera la de uno mismo, de manera racional y respetuosa.  - Antes de irte no olvides sacar la basura y dejar la casa como la encontraste, dentro de lo posible.  - Tratar de tener un uso racional del consumo energtico. - La hora de salida es en torno a las 11:00 de la maana, siendo flexible si no entran otros huspedes el mismo da. Cualquier cosa en torno a este tema, se podran pactar, ya que la nica razn para establecer este horario es la de tener tiempo para preparar la casa y dejarla perfecta para la siguiente visita.",3
"10 minutes walking away from Copenhagen Central Station you'll find this lovely apartment. Central location, but quiet at night. Top floor gives great light, and a cool view of copenhagen's rooftops.  The apartment is a classical copenhagen apartment with shower cabin and seperate toilet - perfect for couples, single travelers and small families.  I have an extra mattress to put on the floor. In return, I expect you to leave the place as when you arrived :-) No parties. The apartment is located on the top floor so you'll have a cool view of the rooftops and great lighting throughout the day.  It's a classical Copenhagen-apartment, so there's a shower cabin and a separate  toilet. none This apartment arguably has the best location in Copenhagen, in the trendy end of Istedgade :-) The oven is currently not working! But I have hotplates and a microwave, so you can still cook easily :-) 10 minutes walking away from Copenhagen Central Station, and lot's of busses right in front of the doorstep. Or borrow a bicycle and get to the city center in 10 minutes. You have the entire apartment to yourself. You're always welcome to contact me if you need help or just want some tips for your stay :-) You will always be able to reach me on my phone. I expect you to leave the place as clean as when you arrived. And no noise after 22 on weekdays and 23 on weekends - people are very rigid about this, so it is important to respect this.",1
"My cozy 1920's Bungalow home is located in the lovely Concordia neighborhood. It's a few blocks to the vibrant Alberta Arts District.There you can find art galleries, shops, cafes,pizzerias, taquerias, pubs & food carts a plenty! The driveway side door leads downstairs to a separate private entrance, with an adjacent storage and laundry area. Your French double doors lead into a hallway that will take you into a savvy well equipped kitchen with a fridge, stove & oven, microwave, toaster, pots & pans,coffee maker and a french press, dishes, utensils, etc...Even though Portland is known for their flair for food this kitchen can be used to serve up meals at the eat-in bar or at the dining table. The living room sofa/futon can host a night of movie watching, including Netflix (via WI-FI) or cable. The bedroom is furnished with a queen size bed that has a foam covering along with down pillows, comforters and blankets.There is a large dresser, a closet and nightstands.  Adjacent to that is a bathroom with an extra large wash basin, use the European shower head with a hand held option or...just relax with candles in the claw foot tub. All of the windows have a pull-down shaded screen and overlook the backyard and its none We are walking distance to ""the friendliest "" natural food market (New Seasons), a drug store, a movie theater at the esteemed McMenamins Kennedy School, a yoga studio, a video store and a huge park with an off leash area for dogs.  It is a few blcks to the vibrant Alberta Arts District.   Alberta offers art galleries, shops, cafes, pizzerias, taquerias, pubs and food carts Enjoy Portland and my home! We are just blocks from several bus and bike routes.  Pedal around P-town on bikes from a nearby bike rental place. Laundry, driveway, street parking, backyard and front yard. I'm a teacher by day and a tired teacher by night. I can give you tips on what to see and where to go eat nearby, but I do give you your privacy. I am off during the summer, otherwise, I like to observe an after eleven pm quiet time during the work week.",1
"It has a southern facing view so it has the optimal advantage for daylight.  A few block from tons of shops, restaurants, breweries, distilleries, parks, and music venues.  The neighborhood is classy and well connected with major and minor bus lines. @ none @ @ @ @ @ @",3
"Our house is a footstep away from the beach and the mountains in Mallorca. In the afternoons, I love to go to Cap de Formentor- beautiful by bike or car. There are also excellent wine tastings in the Mallorcan vinyards. And the beach is only 80m away Our house is a footstep away from the beach and the mountains in Mallorca. In the afternoons, I love to go to Cap de Formentor- beautiful by bike or car. There are also excellent wine tastings in the Mallorcan vinyards. And the beach is only 80m away none Port de Pollensa is situated on the best bay in all of Majorca! You can enjoy whatever type of water activity you wish be it- kite surf, hobby-cat, paddle board, kayak, wind surf, scuba diving, snorkling, fishing, boating or sailing. And if you don't want to be on the water you can still enjoy the picturesque views with your feet in the sand on the beach  in front of the house. Or decide to go to one of the famous beaches in Cap de Formentor o Cala San Vicente.  There are also numerous restaurants to choose from that range prices. My favorite dishes to ask for are the pallela and fresh fish.  On the beach 80m away from the house there is a beach bar with a playground or some short trees next to the sea where you can have a picnic. @ @ @ Please note that during July and August there is a 6 night minimum stay. Please leave the house in a similar state of cleanliness as when you entered.  Please do not smoke inside the house.  Please enjoy and respect the house and its neighbors.",2
"Sunny refurbished apartment far from crowd. 50 meters from beaches and 100 meters from Film Festival Palace, 15 mins to St Marc Square. House is a hidden piece of heaven fully equipped with any comfort, pampered by sun light and close to any place you might need: 15 mins to St Marc Square, 100 meters from Lido beaches, shops, restaurants, pizzerias, pharmacy. none @ @ @ We are happy to share with you our summer house, you will have access to the whole building, some closets will be locked but there will be plenty of space for comfortably storing you personal belongings. Feel free to bring your films, music and get plugged to TV and stereo to enjoy them. We will be supporting you directly before your stay and have a supporting staff available for you requests. House is newly refurbished and technicians are ready to help in case any problem occurs. @",2
"I live alone in a 2 bedroom flat and have one double bedroom available for guests. The flat has a shared bathroom with bath/shower/toilet etc., a shared kitchen with oven, microwave, cooker, toaster, kettle, etc., a large shared living/dining room. I have a nice flat in an old tenement building with good neighbours, good local amenities, and most standard facilities you'll need in the flat itself. It has a nice, average size bathroom and kitchen, as well as a large living/dining room, which you're free to use as much as you like. I have a 42"" TV, but it's not connected to an aerial - I only use it as a monitor and for the Xbox360. The 360 has two hard drives connected with lots of movies and tv shows which you're welcome to watch. You're also welcome to hook up your laptop, and can of course make use of the unlimited 50Mbps wi-fi internet connection. You're welcome to eat and drink at the flat, as long as you don't get too carried away! I don't have any pets, but you're welcome to bring your own, as long as you're confident they'll behave themselves! Please just let me know in advance. none The flat is in Leith, a 2 minute walk away from the Ocean Terminal shopping centre and bus terminus. The Shore is also close - a 10 minute walk away, and has lots of great bars and restaurants in a lovely part of town. The water of Leith runs past the area, a 2 minute walk away from the flat. The flat is on the top floor of an old (B-listed) tenement building. I realise the price is quite high - this is just because I value my space and really only expect to take bookings during busy periods. For the sake of expectation management, based on feedback I've received, I'll also point out that due to the age of the building, the stair well isn't much to look at. It's tidy and everything - just old! Also, the guest bedroom does have curtains, but they still let in quite a lot of light in the mornings. Other than that, I'm sure you'll be very comfortable. I can recommend a very reliable local taxi company, but the bus connections are also very convenient. Being close to Ocean Terminal, the flat is: 1 minute walk to numbers 10 and 34 buses 2 minute walk to numbers 16, 22, 35 and 36 buses 4 minute walk to numbers 7, 14 and 21 buses There is also a free parking area next to the building. You'll have unlimited access to your double bedroom, hallway, bathroom, kitchen and dining/living room, although you'll be sharing all of these but the bedroom with me. Once you ""check in"" and get keys, you can come and go as you like, but if you want to ""check in"" during business hours, I'll need you to meet me at my office 10 minutes away. I work a 10 minute walk away from the flat, Mon-Fri 9am-5:30pm. I'll be available on my mobile in case of emergency, and will be around the flat most evenings/weekends. I'll probably mostly keep to myself, but I'll be available a lot of the time if you need anything, and am happy to help you get orientated and recommend good places to go for food/drinks etc. Come and go as you like - please just keep the noise down after 11pm (12 at weekends), clean up any kitchenware you use, don't bring anyone to the flat other than the agreed/booked guests, make sure the bathroom is free between 7:40-8am every week day, and generally try to be respectful of the place.",1
"Location! Location!! Four story Victorian Mansion with 7 Bedrooms in Washington DC.  Steps to subway station that takes you directly to National Monuments,  block to restaurants, cafs & shopping. 1 block to 24 hour supermarket. 3 Car FREE Parking Classic Victorian Mansion built in 1900. 7 bedrooms, 3 full baths, 2 half baths, large back deck and front fenced outdoor area with brick patio. Up to 3 parking spots. Main level has a large living room/play area, dining room, a huge eat in kitchen  that leads to a large deck with a grill, and a half bath. Second Floor has a family room, half bath, master bedroom with full bath and king size bed. Family room has a wrap around couch that can potentially fit 2 people.  There is also plenty of room to have an air mattress on floor in that space. Third floor has 4 bedrooms and a full bath.  One of the small bedrooms has a twin bed, but can be equipped with a crib upon request . The other has a full size bed.  One large bedroom has a full size bed with trundle bed.  The other large bedroom has a queen. The fourth floor has 2 bedrooms. One large room with full bathroom along with a queen size bed and twin bed. The other room has a queen bed. none 1 block to metro station,  block to DC USA mall (Target, Best Buy, Bed Bath and Beyond, Marshalls, Washington Sports Club, others). 1 block to 24 hour supermarket. @ The metro is just 1 block away and lots of bus lines.  You can also walk one block and find many cabs. The house is fully loaded and guest are welcomed to use anything/everything. We have a microwave, pots & pans, dishwasher,  full size Clothes Washing Machine and dryer. @ Strictly no parties! No smoking inside the house, no pets! Please keep noise levels down after 10pm.",2
"Apartment is 1 Block from 145 Street ABCD subway station. Near by Starbucks, Dunkin Donuts, Super Foodtown. 15 Minutes to Times Square! Beautiful tree lined block across the street is Jackie Robinson Park. @ none @ @ @ @ @ @",0
