text,label
"Looking for a Place To Stay in San Francisco?   How about staying in like a hotel but not hotel prices.  Our accomodations: Large Private Bedroom  Fully Furnished High Speed Internet Laundry Services Available Central to Transportation  This is a private room in a 5 bedroom house that is a furnished with 3 baths with a full kitchen, TV room, and a brick back yard. This is a 3000 sqft Edwardian Home Located in Central San Fran. Great Value       The home has been remodeled and updated are 5 bedrooms, 3 baths with TV room, and a brick back yard. The house is an Edwardian built in 1897 and is restored and decorated throughout.      The owners live on premise and have their own living space. Washer and Dryer are on premises.",3
"Beautiful newly constructed town home with modern features and finishes throughout located just one house from the Beach. You get breathtaking views of the Pacific Ocean from the kitchen/living room, master bedroom, rooftop deck and the balconies! ***Please Read Before Booking*** This property has modern finishes and features throughout the unit which include stainless steel appliances, a washer/dryer, granite counter tops, and rain showers. The master bedroom has a queen-size bed, the second bedroom also has a queen size bed and the downstairs room ( 6X5)  has one set of bunk beds (twin over twin). There is a full size futon in the living room that can sleep 2 more people. On the rooftop there is a built in BBQ grill, chairs and counter to enjoy a meal while taking in the stunning views of the ocean. This unit is close enough to walk to restaurants, shopping, Belmont Park, or the Bay. It is even a short drive to local attractions like: Sea World ~10 minutes, the San Diego Zoo ~15 minutes, Balboa Park ~15 minutes, Downtown San Diego ~15 minutes, and the Torrey Pines golf course ~20 minutes.  This unit also comes with a tandem parking spot that will fit two small cars **Entry Bedroom is very small (6x5) with twin bunk beds and is",2
"This bright 2 bed, 2 bath condo is located in the heart of Columbia Heights - a perfect centrally located spot and home to great restaurants, bars, and shopping.  Enjoy an en suite bathroom, central air, and lounging on the spacious private balcony! The space is located right in the heart of Columbia Heights and is a convenient central location for getting around DC.  En suite bathrooms provide privacy and a large sunny balcony is the perfect area for socializing.",1
"Walking distance to Superbowl 50 City on the Embarcadero, Union Square, and a myriad of fine restaurants.  Elegant urban oasis with private patio, parking space, cable, wifi, w/ access to gym, laundry & bld facilities Queen Aerobed available for the living room if you'd like to have 4 guests.",0
"It's a big sunny master bedroom w/ its own attached bathroom in an older building. It's ideal for 2 people walking distance to  North Hollywood Metro red line to Universal Studios in 10 minutes/ Hollywood & many other hot spots in Los Angeles without a car.  You can also take a shuttle here from Burbank Airport for one dollar.  I'm close to all the tourist spots, safe neighborhood, walk to coffee shops, theaters, grocery stores, thrift shops, Walgreens, Starbucks, hiking & the mall. This is a fully furnished 2 bedroom/ 2 bathroom apartment & you get a parking space if you have a car, it's tandem (parking is easy on my street though so most likely you won't need to park behind me).  I will be here to help you with whatever you need and you will have the apartment basically to yourself 50 % of the time (depending on my work) unless you need me for something or if someone else is staying in the other bedroom/bathroom.  I am usually there during the day time working from my living room then gone at night.  This bathroom only has a shower and not a bathtub.  However it's a big bathroom with lots of space for your things.  It has a desk, TV, dresser, closet & it's big enough for two people to stay comfortably.  It's also a full size bed so if you're tall your feet might hang off the end.  It's also one flight of stairs to come up to my apartment.",2
"I'm sorry but this room is unavailable at the moment due to present guest extending their stay. Own bedroom and shared bathroom (with one other) in charming, quiet, quaint house up in the beautiful hills of Glenoaks Canyon. Spectacular mountain views from the sundeck. Friendly neighbors. Quiet, hilly, leafy, suburban area 5 minutes drive to downtown Glendale amenities. Very close to Verdugo Hills Hospital. There is always plenty of free street Parking. An eclectic little house tucked away in the hills of Glenoaks Canyon near Glendale. Half the house is on stilts giving it the feeling of a tree house. Beautiful views and a very peaceful, laid back environment. The street is a Cul de sac so there is no traffic noise. A very quiet, extremely safe, green suburban  neighborhood with some nice local mountain trails. Clean and well kept city close to Pasadena and Hollywood. Downtown Glendale has a large out-door and indoor mall, plenty of good restaurants, bars, movie theatres and coffee shops. There are local buses into downtown Glendale from the end of this street but it is essentiall",1
"My place is close to Zilker Park, Barton Springs Pool, Austin Convention Center, Lady Bird Lake Trail, ACL. Youll love my place because of proximity to Austin City Limits (ACL), modern amenities including granite counters and stainless appliances throughout. Walking distance to the very best Austin has to offer including some of the best restaurants and bars in the city. My place is good for couples, solo adventurers, business travelers, big groups, and furry friends (pets). This apartment is the closet you will get to ACL. Very easy walk. Close to tons of restaurants and bars. I have a lot more pictures upon request.",3
"Cozy, cheerful 1 BR apartment! Free overnight parking, washer/dryer, Internet, Roku! Quiet + 30 minutes away from everything! Here are some details about my place: LOCATION: My apartment is in a very convenient location - equidistant from downtown LA, Hollywood, and Santa Monica / beach attractions. RESTAURANTS & MUSEUMS: It's only a short distance to West Pico and Wilshire Blvd where there are lots of restaurants. And only 10 min drive to LACMA museum. GROCERY STORE: Only 2 minute drive (literally) or 5 minute walk to the local Ralphs grocery store and CVS. SUPER convenient. PUBLIC TRANSPORTATION: There is a nearby bus stop within walking distance. PARKING: Free daily/overnight street parking. However, street sweeping on Thursday afternoons. COOKING: I prefer if you do not cook in the apartment, or at least keep it to a bare minimum. I will provide disposable utensils and plates for you.  Looking for solo traveler guests who are clean, neat, and respectful.",1
My studio is the perfect place to kick back and relax after a long day of exploring the city. Conveniently located near Barclay's Center with quick access to all major subway lines. One block from the infamous Brooklyn Flea. Please make yourself at home!,1
"My cute little house is in a great neighborhood close to everything San Francisco has to offer.  Major bus and train lines are on the next block, but there are lots of shops and restaurants within walking distance.  Duboce Park is across the street. A 1/1 with a loft, garage and small backyard. The bathroom is off the bedroom on the ground floor. You must go through the bedroom to get to the bathroom.  There is a queen size sleep number bed you can adjust to your liking and a full size washer and dryer.  Upstairs is a comfy queen size sleeper sofa, living room and fully equipped kitchen.  The loft above has a full size bed. Large south facing windows make it nice and sunny.  There's a small balcony that has an outdoor grill.  Premium cable TV/DVR and high speed wifi.",2
"My place is good for couples, solo adventurers, and business travelers. Perfect location in the heart of Hollywood! 1 block from the 101 freeway to go anywhere you need to go, surrounded by restaurants and 24 hour conveniences.  1 block from Starbucks, 7-11, Panda Express, and Yogurtland 2 blocks from 24 hour Walgreens, 24 hour grocery stores (Ralph's and Food-4-less), and home depot 3 blocks from Denny's, and Thai town, LA's #1 Thai food destination! Within a mile from Griffith Park! This is one of the most unique homes you will ever come across! In our penthouse apartment located in the heart of hollywood, we have 20 foot ceilings that make you feel like royalty, a lush bamboo forrest just outside the large arched glass living room window that EXPLODES with sunlight!  We have smart locks installed, so you can check in anytime you like: no key necessary, just a passcode!  This is a two bedroom, 1 bathroom apartment, and the rooms have been recently refurnished with great care.  You will be staying in the Loft.  Climb up the spiraling french staircase, past the potted plants, close the custom wood door, and step into your private cozy nest. Curtains surround you for full privacy. Feel like getting some fresh air? Crack open the window and if you peek out of it you can just see the Hollywood Sign!  If you wish to use an air mattress, just select the option to add an extra guest (costs 15 per person for extra clean up and changing bedsheets/towels) and we'll be sure",0
"Amazing views of Back Bay, Beacon Hill, Cambridge, the Marathon, the Fireworks, Kenmore Square and the Citgo Sign and more from this classic Commonwealth Avenue top floor apartment with roof deck access. Short walk to the Boston Common, best location Beautiful top floor, private condo, on Commonwealth Avenue next to the Harvard Club and the Eliot Hotel by Massachusetts Avenue. This street is lined with Boston's finest buildings. Built in 1899, this address was converted condominiums in the 1980s and has been outfitted with a new kitchen and updated bathroom in 2012.  This beautiful condo features access to a magnificent shared ROOF DECK as well as featuring city views of Kenmore Square, Downtown, the Financial District, and Beacon Hill / the State House and more. Also, part of the luxury is the included king size bed, all leather seating in the living room, and a working WOOD BURNING FIREPLACE. Private One Bedroom Apartment on the Top Floor of a 6 story in the 300 block on the Mall - Next to the Harvard Club and the Eliot Hotel, where Mass. Ave. meets Comm. Ave. - Short term furnished apartment. Private vacation rental, corporate rental or short term rental. - Wireless Internet access included. - Heat - A/C, Water, Electric, Cable",1
"This Designer-Appointed 2 bed, 3 bath, PLUS rooftop deck, with unobstructed views of downtown and Broncos Stadium is centrally located near downtown (5 mins), LoHI & Highlands (5 mins), Sloans Lake (5 mins), and is adjacent to Mile High Stadium. No expense has been spared in the appointing of this home, by one of Denver's best Designers. This is a professionally managed vacation home. Compare with other area listings and see the difference in quality. Check the positive reviews from our guests. Owner is readily available and wants to make your stay as enjoyable as possible. The home is located less than a block from Jefferson Park, our most favorite park in all of Denver, in a quaint neighborhood close to restaurants and shopping.",2
"Enjoy a spacious, private room with gorgeous windows and a stellar Chrysler Building view! Access to full kitchen, refrigerator, piano, books, and bath. Very artist friendly! Easy access to the ACE/456/NQR/L subway lines, and much to do on the block. Great value for the heart of the East Village! Spend your holiday surrounded by the remnants of bohemian New York City. Stay in the neighborhood, or venture out to check out the holiday sights!",0
"This is a 900 sq ft loft with a bedroom, tons of windows, and beautiful details: high ceilings, brick walls, hardwood floors, and two marble European-style bathrooms. Modern appliances including dishwasher, microwave, AC, and a washer/dryer inside the unit! This is a beautiful airy space that I really love... It's modern and spacious but cozy. Located on the 12th floor (just below the penthouse), the sunset view is breathtaking and the loft is located on the quiet side of the street.",1
"If you're looking for a one-of-a-kind experience in the heart of Denver, we invite you to spend the night in this classic 1930's church. A (gothic) romance night for 2 or an invite only party for 10... the entire church is yours. If you're looking for a one-of-a-kind experience in the heart of Denver, we invite you to spend the night in this classic 1930's church. A (gothic) romance night for 2 or an invite only party for 10... the entire church is yours.  Marvel at the sky high ceilings, authentic hardwood floors, spacious choir balcony and more!",1
"Stay North of all the hubbub while getting an amazing high rise view of Central Park! Private bedroom in two bedroom apartment. Shared furnished living room, bathroom, and galley kitchen. Queen size bed. Stay North of all the hubbub while getting an amazing high rise view of Central Park! Private bedroom in two bedroom apartment. Sharedfurnished living room bathroom. Galley kitchen equipped with everything you need to cook simple meals and dine looking out over the city.Elevator and laundry in building. Bedroom has queen size bed, desk, small dresser and large closet all available for your comfort. 20 minutes from Times Square via 2/3 train. 15 from the Metropolitan Museum of Art and museum mile. Larger party? Message me to accomodate groups larger than 4. The space can sleep up to 8.",4
"A complete unit of 500 sqft at luxury doorman building with a Queen Bed  and a Sofa Bed ,  AC , heater and LED TV .  Kitchen is separate with a Glass Dinning table for 2. A large bathroom with a bathtub.  One Block away Subway Station-(2,3) , (4,5) Doorman building , security , near to south water front , next to New York stock exchange. Walking distance to battery park, walking to bull street",1
"Modern recently built home has a guest bedroom with king size pillowtop mattress with terrace and also a private entrance. The neighborhood is in the trendy neighborhood of Columbia heights near 11th street hipster bars and restaurants.  3 blocks from metro, we provide you with parking pass or private parking. @",6
"My place is close to art and culture, restaurants and dining, the beach, family-friendly activities, and great views. Youll love my place because of the coziness, the high ceilings, and the location. My place is good for couples and families (with kids). @",0
"Allow us to share the peace and serenity of our hills neighborhood with you. Relax in comfort on your own separate floor in our 3-story home, complete with deck, pvt bath and 2 bedrooms! Steps from hiking/biking, Chabot Space Center and so much more. Our home is located in  the distinct area of Piedmont Pines... it is extremely breathe taking..... wild turkeys walk along the streets.. wild deer will be grazing throughout the redwoods and pines of this pristine living area... But, because it is approximately 8 min ride from Bart.. I will could provide shuttle service to and from Bart both am and pm ..Monday through Friday.. for no extra fee. However, times will have to be agreed upon prior to your visit.    It is my pleasure to help you get around the beautiful bay area.  A 10 minute drive to the famous Jack London Square .. rent bikes and take the ferry  across the beautiful bay to downtown San Francisco and Sausalito.  There is endless places to see and visit here in our beautiful area of the bay....",2
"Gorgeous all original Venice Beach Craftsman Home located on one of the famous walk streets, 3 blocks to Abbott Kinney and a 5 min bike ride to the beach. Enjoy the charm of our home surrounded by nature with tons of natural light and modern decor. Our Venice Craftsman style home is a charming, bright oasis for those who want to be submerged in the Venice lifestyle but feel like they are surrounded by nature. Our home was built at the turn of the century with all real wood floors, large bay windows, and so many more charming details complete with updated appliances and a modern decor. We have tons of natural light flooding in all day long with an outdoor shower, fire pit, hammock, an outdoor grill, surf boards and an al fresco dining table. Located on a walk-only street with lush landscaping and beautiful greenery you will enjoy the peace and quiet of being surrounded by nature while only being a stones throw away form some of the best shopping and restaurants in LA.",1
"Private, comfortable house located in Austin's classic Neighborhood, Old West Austin. Walk to West 6th nightlife, wonderful restaurants, shopping, Whole Foods. Beautiful public park and pool directly across the street! @",3
"Ground floor has a desk, closet, hang out area, fish tank, and a mini-bar (help yourself to any beverages in there)!. The upper level has queen-size lofted bed, a little storage area, and a projector powered by Apple TV! Located in lively Bushwick! @",0
"My place is on east 6th, blocks from several great bars, music venues and restaurants.  1 mile walk to downtown/IH 35, near Liberty, East Tamale House, Whisler and Thai Kun,  Casa Colombia, White Horse, The Brixton, Grackle, Joe's Bakery, El Chilito,  Trackside, Zilker Brewery, Hope and Grains Brewery, Hi Hat Public House, Cuvee, Counter Cafe and Cenote Coffee. My place is good for couples, solo adventurers, and business travelers. @",0
"Live like a local in mid-city!  0.9 miles from the quarter, very close to the Fairgrounds for Jazzfest.  Or stay home and check out these iconic restaurants: Mandina's (classic New Orleans fare), Crescent City Steaks (get the steaks), Dooky Chase's (get the pork chops), Willie Mae's (get the chicken), and Pagoda Cafe (get the banh mi).  We offer daily, weekly, and monthly rates. If our place is booked on your dates, we're sorry!  Please add us to your wish list and get us next time. ++From a recent review++ ""We feel so lucky to have found this place. It was clean, cozy, and modern, located at the end of a little garden. We could get to and from the French Quarter in a snap. The bed was brand new and immaculate. The living room area is efficient and bright, and feels very spacious for a studio. The host responded immediately to all our questions and helped us find the best bars in the city. We had a wonderful time there, thank you!""",6
"Private, large single room in my huge flatin prime location! Sandwiched between Clark and the lake, close to nature or the hustle of eateries, shops & great public transport, this room offers a couch & desk--it's perfect place for a single traveler who needs a safe, clean, central home base! Diverse, safe+ charming Lincoln Park location= between the Lake front-park-zoo area, and the clark street hustle of bars -eateries- shops- theaters, yet a hop away from multiple bus stops, a short walk to the el trains, 20 minutes to the loop-museums We live in a great urban location in Lincoln  Park Chicago, sandwiched between Clark Street and Lake Shore Drive, near all public transport to chicago sights, walk distance to bars, restaurants and zoo. We have one of the highest walking scores in the U.S. and are very safe to walk around even at night for women.  We love practicing the art of hospitality and love to travel airbnb ourselves. The flat has in total four bedrooms and two bathrooms. The flat will be shared with at least one roommate, maybe more. Make yourself at home in the kitchen and large dining room, or front room, we give you keys, and are happy to help you, chat a bit and/or give you space as you need. This room is perfect for a single traveler.  The flat is not too nois",4
"Be surrounded by lovely hills with a view of the ocean. The guesthouse is a fully self-contained accommodation with two bedrooms, a living room, a kitchen and bathroom as well as a private terrace with a view. The guesthouse is located in a very calm and serene environment in a gated community. It feels remote, but there are restaurants, a supermarket and  beaches in close proximity. The closest beach is a 5 minute drive; it's also possible to walk there on back trails in about 30 minutes. The guesthouse has two bedrooms, living room, kitchen and bathroom. Surface area is about 800 sq feet (75 sq meters). The terrace is about 300 sq feet (27 sq meters). One bedroom has queen bed; other bedroom has full bed and twin bunk beds. Sleeps 6.",3
"An adorable apartment centrally located in Venice, steps to the BEACH with parking and laundry! Location can't be beat.... Everything you need is within walking distance: restaurants, boardwalk, Muscle Beach, Venice Pier, shopping, and more. My place is good for couples, solo adventurers, small families, and business travelers. This spacious one bedroom apartment is on the second floor, with stair access only. There is one parking space reserved for you in the back of our building, with street access on Pacific and Strongs Drive. There is a window AC unit in the bedroom, for your comfort (AC is not located in the living room space).  The apartment itself is simple and clean, with a four seating kitchen table next to the french doors that open to the balcony over Pacific Ave. The kitchen is equipped with fridge, stove, coffee maker, microwave, toaster, and all basic dishes/silverware/cookware for your convenience.  The bedroom closet has sliding mirror doors and hangers for your clothes. There is a queen bed in the bedroom with a cooling window fan unit. We provide linens/towels/and basic supplies such as hand soap, dish soap, toilet paper. We DO NOT replenish these supplies during your stay (we are not a hotel). We provide our starter kit, as well as a laundry facility, should you prefer to have new towels ev",6
